customerID,Churn,sim_logins,sim_support_contacts,sim_data_usage_gb
6896-SRVYQ,No,5,2,6.587193790803979
7767-UXAGJ,Yes,6,2,2.2931757035774147
4652-ODEVH,No,8,1,5.12753004249143
6510-UPNKS,No,7,2,6.4686979669762135
6718-BDGHG,No,8,1,4.2843195283780995
9046-DQMTP,No,6,0,3.4106067358122814
6439-LAJXL,No,5,1,3.0158115221880104
1571-SAVHK,Yes,3,4,1.717035696284897
9052-VKDUW,No,6,2,0.9355522214520539
9546-CQJSU,Yes,4,1,1.7707417440364341
1666-JZPZT,No,9,2,3.583763889052283
5777-KJIRB,No,5,1,3.7849465231912336
0506-LVNGN,Yes,2,0,3.618101567730771
7677-SJJJK,No,5,0,5.915919358266886
2480-EJWYP,No,9,0,3.2596891300790416
3253-HKOKL,No,2,0,3.023255350443058
7055-HNEOJ,No,4,0,3.160557157876035
5514-YQENT,No,7,0,2.2475123957178256
3211-AAPKX,No,5,0,8.68549449848377
8445-DNBAE,No,6,0,2.4734798578136865
2951-QOQTK,Yes,2,0,1.756349461107887
2958-NHPPS,No,5,0,4.706119938723213
6806-YDEUL,No,6,2,2.9617846753520793
1735-XMJVH,No,5,0,3.65831021377684
6890-PFRQX,No,9,0,2.8731824053418293
0222-CNVPT,No,4,0,1.0560822470544777
5899-OUVKV,No,2,2,3.0650437778515016
8681-ICONS,No,8,1,4.357580720667965
1621-YNCJH,No,6,0,0.19424444620272954
3473-XIIIT,Yes,4,0,2.9656273108779256
6362-QHAFM,No,8,0,4.168032754188784
7893-IXHRQ,Yes,1,3,1.930447963653373
3070-BDOQC,No,7,1,2.4154788648396597
2952-QAYZF,Yes,1,0,0.2793581437639344
6234-PFPXL,No,5,3,1.0508073872468717
9824-QCJPK,No,8,0,14.638189005267352
4763-PGDPO,Yes,5,2,1.6204676154366355
4283-IVYCI,No,8,0,1.6515466744478147
1866-OBPNR,No,3,0,7.26354018180143
8205-MQUGY,No,9,1,2.679241474596509
8970-ANWXO,No,4,0,2.3674267941039613
9480-BQJEI,No,4,0,3.7183830998472223
5394-SVGJV,Yes,2,0,0.2805705181416658
6979-TNDEU,No,5,1,1.1162228998907546
9777-WJJPR,No,9,0,2.1223057122612046
9283-LZQOH,Yes,5,1,5.429337540737892
7079-QRCBC,Yes,5,1,5.900208073227122
9495-SKLKD,No,6,0,4.458152329466282
6048-UWKAL,No,4,0,3.6273417372376873
5067-DGXLL,No,9,1,4.092273688984328
5469-CTCWN,Yes,0,3,4.202210291626435
9851-QXEEQ,Yes,1,0,4.1851637927728165
6281-FKEWS,No,9,0,6.401609864433535
8898-KASCD,No,5,0,2.7440803998137246
9242-TKFSV,No,3,3,3.920468680785766
9290-SHCMB,No,3,0,5.9612455003052975
0743-HNPFG,No,7,0,1.7485144577004763
2277-BKJKN,No,5,3,1.5768965684927623
9809-IMGCQ,Yes,5,2,1.2944467331425151
5208-HFSBT,Yes,1,1,2.0747632642668
5035-PGZXH,No,4,2,1.1079435032431648
8695-WDYEA,No,10,0,1.600054582600475
6543-JXSOO,No,4,0,4.275803522081892
8016-ZMGMO,No,6,1,3.4021640543022835
8605-ITULD,No,11,1,3.1369366798972695
3254-YRILK,Yes,2,1,1.2138542866103315
6416-YJTTB,No,10,1,0.715187642839381
2667-WYLWJ,Yes,1,2,0.7166087798165034
4472-VESGY,No,5,0,4.990043372372701
3195-TQDZX,No,5,0,1.3424515028679747
3128-YOVTD,No,2,3,1.420163556147461
0529-ONKER,Yes,4,0,0.6439273244440349
1728-CXQBE,No,3,1,3.5075343932505256
7041-TXQJH,No,9,0,6.3614607665959735
5014-GSOUQ,No,7,0,2.253053272115177
5724-BIDBU,No,9,1,3.737870578569719
0481-SUMCB,No,11,0,2.9479483944396665
1769-GRUIK,No,6,1,3.6534193636266084
5240-IJOQT,Yes,7,1,0.9254579419272762
8819-WFGGJ,No,7,1,3.426955700537621
7427-AUFPY,No,5,1,1.9738616826198556
2811-POVEX,No,4,0,2.2885113714536027
1092-GANHU,Yes,2,1,1.3667542138856128
7898-PDWQE,No,10,0,7.5713909453156365
9972-EWRJS,No,6,0,2.1222538363344294
9314-IJWSQ,No,8,1,2.378790873158164
0661-XEYAN,Yes,2,1,2.620124305058988
5799-JRCZO,No,9,0,4.599028813645109
1921-KYSAY,No,5,0,2.6762080612237837
6198-RTPMF,No,5,1,8.054448613375152
2924-KHUVI,No,4,1,3.83168947825743
1925-GMVBW,No,3,1,2.469605191488769
7881-EVUAD,Yes,1,2,2.122703526318594
6184-DYUOB,No,5,0,5.395981585495503
9207-ZPANB,No,4,1,2.8747218180096743
5766-XQXMQ,Yes,2,2,0.7638914215994221
9327-QSDED,No,3,0,9.651946233405642
1656-DRSMG,No,7,2,5.252472808961214
3012-VFFMN,No,4,0,1.1291467127299837
2984-AFWNC,No,6,1,4.83542062077542
0640-YJTPY,No,9,1,0.9303556978671326
8096-LOIST,No,5,0,2.31833427367681
9764-REAFF,No,5,0,1.0907889933703832
3703-VAVCL,Yes,5,0,0.25086188510161833
7107-UBYKY,No,4,0,2.2658137784560908
4881-GQJTW,No,11,0,7.766025560606484
8519-QJGJD,Yes,1,1,2.3227400420415716
7876-DNYAP,No,9,0,7.7901352223534985
7905-NJMXS,No,9,0,3.910029637486428
2882-WDTBA,No,4,1,1.3665445650709045
2091-GPPIQ,No,4,0,7.180729597032421
6326-MTTXK,Yes,2,0,3.6978537128367734
5071-FBJFS,No,3,0,6.902785152083744
2796-UUZZO,No,6,0,4.701601702315657
2429-AYKKO,No,4,0,3.0922953215262097
9798-OPFEM,No,3,2,2.7473988630648987
0330-IVZHA,Yes,2,2,0.9325162381468685
3794-NFNCH,No,4,1,4.496972944679745
5193-QLVZB,No,5,1,6.314339296143829
7114-AEOZE,No,8,1,4.030206442720647
2886-KEFUM,Yes,3,0,2.808364464397522
5522-NYKPB,No,7,0,2.266733505133154
4237-RLAQD,Yes,1,0,0.7412486659462184
9957-YODKZ,No,6,1,1.0471609570343416
6518-KZXCB,No,9,1,1.9224807316369452
2245-ADZFJ,No,4,1,2.7087611718841758
7776-QGYJC,No,7,1,2.171108959802033
9313-QOLTZ,No,6,0,3.4505967659781094
9651-GTSAQ,Yes,2,1,1.0588943503911408
3186-BAXNB,Yes,3,4,4.16468747465092
4672-FOTSD,No,4,1,4.792333796320151
0637-YLETY,Yes,2,1,2.0606435853008422
9818-XQCUV,No,6,1,0.7224978748187458
7338-ERIVA,No,3,0,4.843813232396126
1157-BQCUW,Yes,1,1,0.8886005050769188
8259-NFJTV,No,8,0,8.790390055402057
3223-DWFIO,No,7,0,3.551056472722249
2660-EMUBI,Yes,5,2,0.5644290548203381
6968-GMKPR,No,7,0,0.9784731590436461
4751-ERMAN,No,7,2,5.18222208336671
1436-ZMJAN,No,8,1,5.995619805848771
3292-PBZEJ,No,5,1,3.3261099367388285
0799-DDIHE,No,7,2,2.462674815705416
3070-FNFZQ,No,5,0,4.03373807284781
2812-SFXMJ,No,8,1,3.8945209168253645
7675-OZCZG,Yes,1,1,1.2902623605955394
5014-WUQMG,No,11,0,1.056608950755993
5312-TSZVC,No,2,0,7.934105888580851
2003-CKLOR,Yes,6,1,1.1638608498055398
0993-OSGPT,No,7,0,6.6632288065404826
9254-RBFON,Yes,3,0,4.7454900904212405
1205-WNWPJ,Yes,3,1,1.8245054364903428
9391-EOYLI,Yes,3,0,5.878819883880908
7108-DGVUU,No,5,1,1.1984984634563536
2782-JEEBU,No,9,1,2.3579811263927604
5127-BZENZ,No,8,1,2.201412807968804
2720-FVBQP,No,4,0,2.386798209398287
9906-NHHVC,No,4,0,5.7008360488665
4522-XRWWI,No,6,0,7.7385135804645975
3766-EJLFL,No,5,0,2.390143995835147
5939-SXWHM,No,12,1,3.037885242181054
8152-UOBNY,No,6,1,5.244147029933841
7351-KYHQH,No,6,2,0.9718422406040903
7643-RCHXS,No,6,0,2.459849565343917
8246-SHFGA,No,6,0,2.782672495182232
8387-MOJJT,Yes,2,2,2.309984368659191
0620-XEFWH,No,8,2,2.3608079164420044
6485-QXWWE,No,8,0,2.1177876609479287
2761-OCIAX,Yes,1,0,0.45107341157571007
7321-VGNKU,No,4,1,4.626740022902151
5327-CNLUQ,No,5,1,4.846687924280013
7552-KEYGT,No,6,0,0.7857987078394983
5816-JMLGY,No,5,1,1.5388828504805352
3068-OMWZA,Yes,2,1,1.0264207979065099
2927-QRRQV,No,9,1,4.461524863852474
6032-KRXXO,Yes,1,1,1.0302960203457874
7459-RRWQZ,Yes,8,1,2.7518963951451765
6265-SXWBU,No,7,0,1.607884739091541
7941-RCJOW,No,7,0,4.321895301795229
6374-NTQLP,No,9,2,1.8321133621196133
4154-AQUGT,Yes,3,1,1.9597395542695377
2387-KDZQY,No,5,1,1.200179703763607
3584-WKTTW,No,6,0,5.747207022588775
3399-BMLVW,No,4,0,5.447746953223957
1971-DTCZB,No,7,1,2.185873210949448
3092-IGHWF,Yes,2,2,1.024184146649726
3374-PZLXD,No,9,1,2.459903984506823
3813-DHBBB,No,6,0,2.911602130035654
2812-REYAT,No,9,1,2.342230847752541
6518-PPLMZ,No,3,0,0.9768913200107406
4939-KYYPY,No,7,0,6.856753869930773
8017-LXHFA,Yes,3,1,2.044704854468007
5930-GBIWP,No,5,0,5.496289342940678
6022-KOUQO,No,11,2,1.7317481742994205
6352-TWCAU,Yes,4,2,0.9693045306201106
2361-UPSND,No,11,0,1.5941516351764287
6035-RIIOM,No,5,1,4.293369983253156
2929-QNSRW,Yes,5,2,0.4780844260430456
1262-OPMFY,Yes,3,3,2.9833042431130834
9504-DSHWM,No,7,0,9.778503732945222
5035-BVCXS,No,4,1,3.352875990522816
6267-DCFFZ,No,9,0,10.962229372787828
3533-UVMOM,No,7,0,6.151489547958464
2439-LYPMQ,No,6,1,5.190728652986536
4248-QPAVC,Yes,1,1,0.14328040341177145
1899-VXWXM,Yes,4,4,1.2379581270010989
1478-VPOAD,No,4,0,3.0274124246282272
9995-HOTOH,No,5,3,1.1873223211995259
2988-PLAHS,No,6,2,2.837989850067433
1371-OJCEK,No,7,0,3.132629405646198
4999-IEZLT,No,4,2,5.382701835753322
8883-ANODQ,No,8,0,2.4695385341793212
4690-LLKUA,Yes,3,1,2.1449886844922705
2351-RRBUE,No,5,1,5.586490086907002
5980-BDHPY,No,5,1,3.353885421755859
1498-DQNRX,No,6,0,1.5537539067832857
9469-WEJBT,No,9,0,6.168150117301491
3331-HQDTW,Yes,1,2,1.4656334897809296
9490-DFPMD,Yes,0,3,2.2852796597470477
2581-VKIRT,No,5,0,5.737076828605539
5442-XSDCW,Yes,3,0,3.156392350035428
7426-WEIJX,No,3,1,6.267330839531601
2851-MMUTZ,No,4,1,1.4964755528998173
3049-NDXFL,Yes,2,1,1.8125421290255053
8580-AECUZ,Yes,4,2,7.836352030630743
3307-TLCUD,No,8,0,8.43469626458495
6625-FLENO,No,6,0,5.4543703778875505
2967-MXRAV,No,6,2,5.987092501603117
7963-GQRMY,Yes,4,3,0.9340676587721624
8189-HBVRW,No,12,2,0.5186760280738021
4163-KIUHY,No,5,0,4.495249437376057
1228-FZFRV,Yes,1,4,2.2395867731990418
3500-NSDOA,No,9,0,2.346811318899644
1171-TYKUR,No,13,2,1.1855671915409918
3761-FLYZI,No,9,2,5.28122867990809
2058-DCJBE,Yes,0,0,0.5316239106046087
5364-XYIRR,Yes,4,1,0.862427081781222
4829-AUOAX,Yes,1,1,1.44424183632679
1219-NNDDO,No,7,2,6.629043679117997
8388-DMKAE,No,7,0,1.6014958436366449
4403-BWPAY,No,3,0,2.629524681049073
9659-QEQSY,No,6,1,4.278240997697182
5405-ZMYXQ,No,3,0,5.405530344037837
5047-LHVLY,Yes,3,0,2.379705355402516
1442-OKRJE,No,3,2,2.7220372457453093
4737-AQCPU,No,9,1,2.1366902087349855
9158-VCTQB,Yes,4,4,1.9308450839620566
2808-CHTDM,No,5,1,1.8653979319081087
6311-UEUME,Yes,1,1,1.5942582750289465
0793-TWELN,No,6,0,1.1931362728811108
3283-WCWXT,No,5,1,6.5226253234074045
1060-ENTOF,No,5,1,5.091064767013517
0999-QXNSA,No,4,0,4.719473444200452
5451-MHQOF,No,8,0,0.9451192069032532
4836-WNFNO,No,5,2,4.8531582726552625
9225-BZLNZ,No,10,0,1.140188859602215
0354-VXMJC,No,4,0,6.1212006431788115
4422-QVIJA,No,5,1,3.1493087094717755
9365-SRSZE,No,8,0,1.6677086159586643
6839-ITVZJ,Yes,1,4,1.367653105542028
8332-OSJDW,No,9,0,6.460069504004922
4735-BJKOU,No,6,1,2.8472343392310515
0274-JKUJR,No,10,0,3.5301415910018026
5740-YHGTW,No,4,1,10.415307185485394
8917-SZTTJ,No,12,1,5.2321448504731185
1696-MZVAU,No,6,2,6.828801902738281
7359-WWYJV,No,6,3,2.9282881911943854
0375-HVGXO,Yes,7,1,1.304984972776956
4906-ZHGPK,No,4,2,5.110789865695515
8593-WHYHV,Yes,2,0,0.9435869730503958
3795-GWTRD,No,4,0,7.650009027672831
1298-PHBTI,No,4,0,0.7284314658161399
6223-DHJGV,No,4,2,2.155931355802823
6961-MJKBO,No,5,1,0.8005151288124039
6097-EQISJ,Yes,0,1,2.094211199940382
4423-YLHDV,Yes,2,0,0.5860369398601092
8158-WPEZG,No,6,1,2.692963143249129
0107-YHINA,Yes,3,2,5.072440973473177
4918-FYJNT,No,6,1,4.194616546959165
0727-BNRLG,No,8,1,5.788338871254724
4854-CIDCF,No,5,0,5.7318757119508295
8640-SDGKB,Yes,3,1,2.1924193493130306
3280-MRDOF,No,6,1,5.205829311525442
6435-SRWBJ,No,3,1,6.167008650968907
9964-WBQDJ,No,3,1,4.9796047723508785
6303-KFWSL,No,10,0,4.271667341824742
1702-CCFNJ,No,7,0,3.3405878468480226
8932-CZHRQ,No,6,0,6.403553319855356
0386-CWRGM,No,6,1,2.8157442543385587
5515-RUGKN,No,10,0,2.460235620783901
0404-AHASP,No,3,0,6.46091331516536
7279-NMVJC,No,10,1,0.49177508871903935
2081-VEYEH,No,13,0,8.054385239661272
6407-UTSLV,No,9,1,1.7858814030586394
4116-TZAQJ,Yes,2,0,2.856411726434742
9060-HJJRW,No,9,0,2.6478612762506915
2587-YNLES,No,5,1,4.0063598724603535
7398-SKNQZ,No,6,1,1.9417892564253396
5935-FCCNB,No,5,0,0.3229312128525108
1958-RNRKS,No,4,1,4.481694840254695
5136-RGMZO,No,7,1,1.1149391462613256
8345-MVDYC,No,5,2,3.166962788692083
8226-BXGES,No,4,0,9.500797996924934
3877-JRJIP,Yes,3,3,3.606257898856821
8375-DKEBR,Yes,1,0,1.4466782083693448
9705-IOVQQ,No,8,0,1.4225986721900818
1015-OWJKI,No,4,0,1.060266059803012
7511-YMXVQ,Yes,1,2,1.5983624682653377
2040-XBAVJ,No,7,1,1.6395801492868525
7551-JOHTI,Yes,2,1,3.86513513915363
8887-IPQNC,No,3,1,1.8632814787227525
8646-JCOMS,No,6,0,3.615483654038319
9804-ICWBG,Yes,2,1,1.6475589337393985
1222-KJNZD,No,6,0,4.865040185581647
0106-GHRQR,No,7,5,2.162799750436372
5318-IXUZF,Yes,2,0,1.1319743800519757
3768-VHXQO,No,4,0,1.0103886995259292
8952-WCVCD,No,5,0,1.3153604328135582
2418-TPEUN,No,4,1,2.93367337626245
3963-RYFNS,No,9,0,2.4837297920319923
3198-VELRD,Yes,2,3,3.610319967711728
8540-ZQGEA,No,11,0,6.995139844283383
1320-REHCS,No,4,1,6.703846405227163
4137-JOPHL,No,7,0,1.1267500203931422
9436-ZBZCT,Yes,1,2,0.9397509615993632
7801-CEDNV,No,5,1,4.894813761074
2057-BOYKM,No,6,0,9.155701172171606
3658-QQJYD,No,4,1,3.3265418158221864
1803-BGNBD,No,5,1,0.711156923038675
0134-XWXCE,No,3,0,1.6710301288992913
6950-TWMYB,No,5,3,1.421994567686578
5848-FHRFC,No,3,0,11.337587733039623
2243-FNMMI,No,6,0,6.926872361896718
2511-MORQY,No,4,0,0.4955350300064552
5356-KZCKT,No,3,1,1.296244700067766
9470-XCCEM,No,6,0,7.143265390465978
6519-CFDBX,No,8,0,7.3392077474461574
3902-MIVLE,No,6,0,1.6127159142931187
0409-WTMPL,No,3,0,1.3206585061048677
8763-KIAFH,No,6,0,7.395327844729748
3669-WHAFY,No,8,0,9.668096087716982
3055-VTCGS,No,1,2,3.612311284728419
3144-KMTWZ,No,8,0,3.4671003332931947
7279-BUYWN,Yes,3,2,3.939613653329438
7156-MHUGY,Yes,3,2,0.9927653486386274
7198-GLXTC,Yes,7,1,1.4461549227734223
2007-QVGAW,No,6,0,0.6016976166597559
5207-PLSTK,No,4,1,3.5447495173786603
2307-FYNNL,No,4,1,6.231273864177365
5605-XNWEN,No,7,0,4.698067543087812
2155-AMQRX,No,6,2,2.873061095066577
6181-AXXYF,No,6,0,9.311989712867645
5091-HFAZW,No,7,0,9.452478119405583
0516-VRYBW,Yes,1,2,2.1537420101457068
2519-LBNQL,No,8,0,4.51225187722531
8623-ULFNQ,No,2,0,1.9084978360635187
8380-PEFPE,Yes,3,1,1.583548909719822
5687-DKDTV,Yes,4,1,2.5927502545852272
1568-LJSZU,No,12,1,4.181539132327387
7530-HDYDS,Yes,5,2,0.12669678829105663
7789-HKSBS,No,10,1,2.2081076287167494
7416-CKTEP,No,6,0,2.020748451062391
2586-CWXVV,No,10,0,1.7224505335191855
3096-IZETN,Yes,5,1,1.579088612744088
2348-KCJLT,No,3,0,3.38962245030145
8401-EMUWF,No,5,1,6.852176723406127
4193-IBKSW,No,5,1,2.90291103640719
5377-NDTOU,No,9,0,0.9842961312172496
5922-ABDVO,Yes,3,1,0.5292726559452359
2474-LCNUE,No,7,1,1.3553171858340265
0839-QNXME,No,7,1,3.9211397666451386
3506-OVLKD,No,5,1,3.3012087239310093
9172-ANCRX,Yes,4,5,5.6181465460420235
6650-VJONK,No,7,0,3.556634404285823
2178-PMGCJ,No,7,0,2.3166927406004376
7492-TAFJD,No,4,1,2.15542733942331
2773-MADBQ,No,10,1,1.5365755209982284
6016-LVTJQ,No,10,1,5.673247517294419
7860-KSUGX,No,3,2,5.532300193441139
8966-KZXXA,No,7,2,8.350490384703692
6910-HADCM,Yes,2,0,2.201559431037224
4816-LXZYW,Yes,3,3,3.7488367684768362
9606-PBKBQ,Yes,2,1,1.8955210198814945
5149-QYTTU,No,7,0,4.360375720748345
2070-XYMFH,No,10,0,1.3819138514400482
2085-BOJKI,No,5,0,6.806680416806861
0817-HSUSE,No,4,0,1.788538572805419
5442-PPTJY,No,4,1,2.1605696852571477
1927-QEWMY,No,10,0,3.790001443960154
1663-MHLHE,No,9,0,3.24136081912346
5663-QBGIS,No,6,0,1.2405150437790164
4450-MDZFX,No,2,0,3.66383748042318
6701-DHKWQ,No,4,0,2.9369777298570567
7554-AKDQF,No,5,0,2.1052756022101353
3536-IQCTX,Yes,1,3,0.6797183932471502
4911-BANWH,Yes,3,4,1.2468295893748356
8496-EJAUI,Yes,4,3,1.9548158186112157
0794-YVSGE,No,5,1,1.12432715008126
5423-BHIXO,No,6,2,1.8456689903748495
6908-VVYHM,No,5,0,4.511955919200332
2959-EEXWB,No,6,0,2.172042085774786
1839-UMACK,No,4,1,3.392047452784613
3030-YDNRM,No,6,1,2.434914846025469
7321-KKSDU,No,3,0,2.073645747354633
3402-XRIUO,No,5,0,1.5626605587400504
3132-TVFDZ,Yes,0,2,11.253976821700022
8286-AFUYI,No,4,1,4.170360961959694
8080-DDEMJ,Yes,2,2,1.2188280572739687
8356-WUAOJ,No,8,1,3.382377047563845
6365-MTGZX,Yes,8,2,2.5091599341855466
1349-WXNGG,Yes,0,4,3.2641433655720253
8058-DMYRU,No,7,0,2.6648427852191094
9350-ZXYJC,No,5,1,5.889670936899603
6990-YNRIO,Yes,3,0,3.106977486305871
8958-JPTRR,No,4,0,3.1184915565794276
6959-GQEGV,No,13,1,4.698115058234645
3173-WSSUE,No,9,2,1.7864153719678055
1265-HVPZB,No,2,0,12.385085722848308
4115-UMJFQ,No,7,0,1.7240012905085929
7369-TRPFD,No,3,0,5.6771978553843905
1098-KFQEC,No,6,2,3.592773930368121
7190-XHTWJ,No,2,1,6.207382937461523
0621-TWIEM,Yes,3,1,1.6786438015436895
3537-RYBHH,No,6,0,3.297854265070898
2485-ITVKB,Yes,3,0,3.272526177049588
3669-OYSJI,Yes,2,3,4.63011788006501
1612-EOHDH,Yes,4,0,2.5880625125982326
6702-OHFWR,Yes,5,3,2.751480407491543
5296-BFCYD,No,8,0,0.5327289377457916
4510-PYUSH,Yes,4,2,2.3874615384501143
9359-JANWS,No,7,0,1.5573915641169471
7517-SAWMO,Yes,3,1,1.7418693577125415
4143-HHPMK,Yes,4,1,2.9631807131995807
3279-DYZQM,No,8,1,3.653431735296962
7054-LGEQW,Yes,0,3,3.8517652051127844
0523-VNGTF,No,9,0,2.431375711243566
9575-IWCAZ,No,7,0,4.275414117791263
7105-MXJLL,No,4,1,4.137815545822379
7064-FRRSW,No,8,0,3.1584340114441347
7940-UQQUG,No,7,0,1.3192067426497995
0923-PNFUB,Yes,3,3,1.7400339997683494
3961-SXAXY,No,5,0,3.5338085144023275
7010-BRBUU,No,6,1,2.5806182287938664
3566-HJGPK,No,1,0,5.847789374089532
3062-ICYZQ,No,7,0,3.0184112341406664
9938-PRCVK,No,6,0,2.5189640059393943
0973-KYVNF,No,3,0,1.0362116157385648
5129-HHMZC,No,9,1,3.3262755382230598
9637-CDTKZ,No,11,0,3.630816994278741
3946-JEWRQ,No,7,0,1.5569064811531566
7873-CVMAW,No,1,1,5.644341605209403
0463-WZZKO,No,3,3,2.112331017592251
3494-JCHRQ,Yes,2,1,4.793956866847886
6474-FVJLC,Yes,2,1,4.518842882604301
4524-QCSSM,No,2,0,4.990499512916343
5832-EXGTT,No,11,0,1.092439135187269
8840-DQLGN,Yes,1,2,0.4184458202486383
2039-JONDJ,No,5,0,6.409064435386767
7217-JYHOQ,No,6,1,0.8953772306115287
6695-FRVEC,No,4,0,3.7486051153037203
4547-LYTDD,Yes,1,2,0.5280914516876801
9894-QMIMJ,No,3,0,2.012850788802038
8069-YQQAJ,No,9,1,3.7226766021464446
6770-XUAGN,Yes,1,1,1.2684153780487544
4193-ORFCL,Yes,3,3,1.082504646940133
1636-NTNCO,No,7,1,2.5966472098809383
3466-WAESX,No,8,1,3.0339998244388964
9281-PKKZE,No,6,0,10.700248297010328
3638-VBZTA,No,9,0,5.912813772034845
7459-IMVYU,No,9,1,4.708255997415269
7776-QWNFX,Yes,1,2,2.042996897998216
6689-TCZHQ,Yes,6,3,3.0187650929833563
8563-OYMQY,No,7,2,2.1666921240759196
0754-EEBDC,No,3,1,4.683436986213749
5777-ZPQNC,No,6,0,1.3238813794022424
1951-IEYXM,No,3,0,9.506383064283273
3318-NMQXL,No,3,1,4.655917549099606
3143-ILDAL,Yes,5,0,4.170518833288008
1022-RKXDR,No,12,1,3.6047919845671035
2361-FJWNO,No,4,2,4.835908241950469
2272-UOINI,No,2,0,4.94410423237078
8232-UTFOZ,No,6,0,6.407074865862516
3750-YHRYO,No,8,0,3.977747014593553
6637-KYRCV,No,11,0,10.34109676877434
5668-MEISB,No,5,0,3.46001688568315
0129-QMPDR,No,8,0,2.6247029068332295
7188-CBBBA,No,11,0,4.9412812661118455
5356-CSVSQ,No,3,2,6.276206124296346
3221-CJMSG,No,2,0,5.527066043383402
4720-VSTSI,Yes,5,1,3.0745730157480526
3219-JQRSL,No,9,2,4.019966572069609
2801-NISEI,No,3,1,7.76991571441021
3946-MHCZW,Yes,3,2,0.4348223112193605
4623-ZKHLY,No,5,1,1.7011687559000246
6732-VAILE,No,11,0,5.962126886352211
8201-AAXCB,No,4,1,5.6516811414369466
7696-CFTAT,No,4,1,1.2148688763739657
1845-CSBRZ,No,3,0,3.587925920484559
2123-VSCOT,No,7,1,7.392261798258454
6651-AZVTJ,Yes,3,0,2.0436776457334065
4566-GOLUK,Yes,0,3,3.1967901801379157
2484-DGXPZ,Yes,2,2,0.9402559588335242
2018-QKYGT,No,3,2,1.3122415700635865
2792-VPPET,No,9,0,1.7455194915152927
7409-JURKQ,No,6,0,2.9616874975430605
3247-MHJKM,No,5,1,3.6561578087636346
1964-SVLEA,No,7,1,5.656131702215463
4587-NUKOX,Yes,2,2,2.5385167801574178
7297-DVYGA,No,5,0,6.205024154466043
2239-CGBUZ,No,8,2,2.7557284529829404
0854-UYHZD,No,5,0,3.672896587601589
7243-LCGGZ,No,3,2,3.3450244213839126
8267-KFGYD,No,5,1,0.7977092223411317
4890-VMUAV,No,5,1,5.905908664773818
9261-WDCAF,No,8,0,4.041921110900613
3764-MNMOI,No,8,2,2.8437021588387292
7442-YGZFK,No,11,0,5.796817475145996
0420-BWTPW,Yes,3,3,3.111039308048131
8229-BUJHX,No,8,1,3.046145270887615
7449-HVPIV,No,5,0,7.214410365624891
5504-WSIUR,No,4,0,3.799229644327277
8183-ONMXC,Yes,5,0,2.39957393579739
8466-PZBLH,No,6,0,1.6515974152233404
9614-RMGHA,Yes,1,1,1.416537067825762
8735-IJJEG,No,7,0,5.295312639367475
0564-MUUQK,No,11,0,5.022664305944654
5054-IEXZT,Yes,8,3,0.4002899654660593
5834-ASPWA,Yes,4,2,0.9953942955760099
0701-RFGFI,No,6,0,3.2024823064906953
0019-EFAEP,No,7,1,1.5363828582637178
5619-PTMIK,No,8,0,4.119010656423976
3737-XBQDD,No,7,1,2.880716447284183
5882-CMAZQ,No,5,0,9.4166908114538
5846-QFDFI,No,8,0,10.132582246767162
4445-KWOKW,No,6,0,3.6127204066382563
3511-APPBJ,No,7,2,3.8239094179447184
7967-HYCDE,No,4,0,5.931398719256057
2430-RRYUW,No,4,2,2.0428681902130523
3948-XHGNA,Yes,3,3,3.8187290987151465
3723-BFBGR,No,5,1,5.96479853585869
0565-IYCGT,Yes,1,0,5.212215864833254
5447-WZAFP,No,4,0,2.615841153874731
5110-CHOPY,No,10,1,4.109752836939866
5445-UTODQ,Yes,4,3,1.7385070650019663
4425-OWHWB,No,6,0,7.187361266957349
7892-QVYKW,No,7,0,7.123574590745301
9675-ICXCT,No,6,1,3.6367507107066843
1024-VRZHF,Yes,1,3,1.153373950173105
4703-MQYKT,No,3,3,5.926451319789405
9497-QCMMS,Yes,4,1,4.214336280759791
5692-ICXLW,No,2,0,4.894435990298351
0602-DDUML,No,9,0,3.9175138531491647
2208-MPXIO,No,3,0,0.4876669192928906
1960-UYCNN,No,9,1,4.731506988741746
0348-SDKOL,Yes,2,1,2.05412343743512
3190-FZATL,No,12,0,1.3504739504280725
7336-RLLRH,No,7,0,1.0874814861807838
4373-MAVJG,Yes,2,1,3.58151042464191
8901-HJXTF,Yes,4,2,4.131781701463611
7710-JSYOA,No,8,1,3.1038128594601266
5419-KLXBN,Yes,2,0,2.035054179570683
3424-NMNBO,Yes,4,3,3.7853970113281923
9885-MFVSU,No,4,2,3.576153355496058
4514-GFCFI,Yes,1,0,3.1220150512596874
0607-MVMGC,No,8,1,7.615182425873794
3365-SAIGS,No,4,1,2.0088504035348635
9828-AOQLM,Yes,5,1,1.2071462732773734
8022-BECSI,No,10,0,7.39042943077119
8000-REIQB,Yes,1,2,0.6415504933112349
9993-LHIEB,No,5,0,1.3575659094187025
0266-CLZKZ,No,10,0,3.8062759959210783
7615-ESMYF,Yes,2,2,2.1551638720641115
3858-VOBET,Yes,5,1,2.444422278043211
7020-OZKXZ,No,7,2,2.392219167150798
3977-QCRSL,No,5,0,9.806942370898932
0017-DINOC,No,10,0,1.7179660444327391
1447-PJGGA,Yes,4,2,3.2821304852209345
8565-CLBZW,Yes,1,5,1.8516273790961604
9139-WQQDY,Yes,0,0,3.430525040124969
0224-HJAPT,Yes,3,2,1.52329165175602
